fileId,orgin_fileId,title,url,keywords,description,source,author,date,year,domainName,websiteName,views,comments,likes,forwardings,language,area,title_in_article,news_category
text_3cce23f69bd6cf21ae216e88d843816a.txt,3cce23f69bd6cf21ae216e88d843816a,英国首个氢能战略：计划2030年氢经济价值达9亿英镑,https://www.sohu.com/a/484290284_120546217,"经济,计划,战略,生产能力,运输,供热,天然气,英国,工业,应用,航运,天然气,英国,集群,氢气",关键行动与里程碑：2025年拥有1吉瓦的生产能力；2025年至少2个CCUS集群；2025年乡村供热试验；2026年启动氢气供热；21世纪20年代中期启动燃料电池重卡项目 氢的应用方面：在2021年…,,北京氢能展,2021/8/19,2021,www.sohu.com,搜狐,1382.0,0.0,0.0,,zh,英国,,
text_f0eb18b7a1c44fb4b700a8c8d117eb11.txt,f0eb18b7a1c44fb4b700a8c8d117eb11,2035年英国氢能价值将高达180亿英镑,http://baijiahao.baidu.com/s?id=1684165469922953911&wfr=spider&for=pc,,,,全国能源信息平台,2020/11/23,2020,baijiahao.baidu.com,百家号,,1.0,,,zh,英国,,
text_1048d4653c3211745bf1d80e3b9b48b5.txt,1048d4653c3211745bf1d80e3b9b48b5,2030年电动汽车价格将降至现在的1/5？电动车称霸世界？,https://xueqiu.com/2869372955/176220352,"2030年电动汽车价格将降至现在的1/5？电动车称霸世界？ 全球领先的公司和政策制定者正在围绕设定目标，在2030年左右采用零排放车辆。 英国总理鲍里斯·约翰逊（Boris Joh...,雪球",全球领先的公司和政策制定者正在围绕设定目标，在2030年左右采用零排放车辆。 英国总理鲍里斯·约翰逊（Boris Johnson）2020年底透露了一项气候计划，其中包括从2030年开始禁止销售新型汽油动力汽车（有些混合动力汽车将被允许使用到2035年）。英国将其对零排放车辆的承诺从2040年提前到2035年。 ...,,Alwaleed,2022/1/1,2022,xueqiu.com,雪球网,,,,,zh,英国,,
text_f480e249c42a3b26dd4570663fb43cf3.txt,f480e249c42a3b26dd4570663fb43cf3,英国或成为可再生能源全球中心,https://www.sohu.com/a/415385712_120648389,"能源,英国,群岛,奥克尼,电力,全球,鲍里斯·约翰逊,elMkvPX-vPnI,ByoP,事情,消息资讯,奥克尼群岛,英国,鲍里斯,苏格兰,电力",一位可持续发展专家说，英国首相鲍里斯·约翰逊有绝佳的机会将英国成为可再生能源的“全球中心”。并且政府可以为实现其碳净零排放承诺将做更多的事情。 奥克尼群岛拥有大量的可再生电力，并开创了在刮风的日子利用…,,英国阳光家园,2020/8/28,2020,www.sohu.com,搜狐,496.0,0.0,0.0,,zh,英国,,
text_84594c7695f0abae328b9636a1cd8958.txt,84594c7695f0abae328b9636a1cd8958,英印推出世界绿色电网计划 可行性受质疑,http://baijiahao.baidu.com/s?id=1716318100789167570&wfr=spider&for=pc,,,,全国能源信息平台,2021/11/13,2021,baijiahao.baidu.com,百家号,,0.0,,,zh,英国,,
text_0dbe14a2b9766ffdce822354d4142126.txt,0dbe14a2b9766ffdce822354d4142126,重磅！英国将光伏发电纳入新一代发电能力拍卖,https://guangfu.bjx.com.cn/news/20200304/1050273.shtml,"重磅！英国将光伏发电纳入新一代发电能力拍卖,光伏发电,光伏电站,英国光伏市场",重磅！英国将光伏发电纳入新一代发电能力拍卖，总理鲍里斯·约翰逊（BorisJohnson）计划在明年进行的包括太阳能在内的产能拍卖受到了热烈欢迎。英国政府似乎宣布了明年的新一代发电能力拍卖计划，包括寒冷地区欢迎的太阳能，陆上风能和其他成熟的可再生能源技术。,pv-magazine,,2020/3/4,2020,news.bjx.com.cn,北极星网,,,,,zh,英国,,
text_82955379849a14ed405fc83a1e77ec73.txt,82955379849a14ed405fc83a1e77ec73,英国将斥资1.6亿英镑提振海上风电产业 推进绿色工业革命,http://baijiahao.baidu.com/s?id=1680010485805681578&wfr=spider&for=pc,,,,新浪科技,2020/10/9,2020,baijiahao.baidu.com,百家号,,1.0,,,zh,英国,,
text_b41eccd217aeddcbf7401ded5ad43a8c.txt,b41eccd217aeddcbf7401ded5ad43a8c,英国将海上风电视为绿色复苏核心,http://baijiahao.baidu.com/s?id=1683520724631898078&wfr=spider&for=pc,,,,全国能源信息平台,2020/11/16,2020,baijiahao.baidu.com,百家号,,0.0,,,zh,英国,,
text_79ef308ed8c9bae5417dff657512e909.txt,79ef308ed8c9bae5417dff657512e909,英国提出含海上风电和绿色船舶的10个步骤的120亿英镑“绿色工业革命”计划,https://www.sohu.com/a/433079952_624484,"消息资讯,船舶,革命,海上,计划,住宅,步骤,英国,工业,绿色,鲍里斯·约翰逊,英国,氢能,绿色,船舶,工业革命",该计划将动用超过120亿英镑的政府资金，拟在2030年前促进3倍以上的私营部门投资，以在英国及世界各地建立适应未来的绿色产业和就业机会。 碳捕集：为了重振第一次工业革命的发源地，英国将引领全球碳…,,新技术时代,2020/11/20,2020,www.sohu.com,搜狐,743.0,0.0,0.0,,zh,英国,,
text_7697d5164a5b090ec9f0c4e9313606f7.txt,7697d5164a5b090ec9f0c4e9313606f7,英国首相鲍里斯·约翰逊公布上亿英镑的海上风力发电计划,http://baijiahao.baidu.com/s?id=1680301357312146760&wfr=spider&for=pc,,,,全国能源信息平台,2020/10/12,2020,baijiahao.baidu.com,百家号,,0.0,,,zh,英国,,
text_15f78235f0f75f8d414ec9acfa79443f.txt,15f78235f0f75f8d414ec9acfa79443f,英国邀请电动汽车公司 Rivian 赴英设厂,http://baijiahao.baidu.com/s?id=1718204760356895072&wfr=spider&for=pc,,,,IT之家,2021/12/4,2021,baijiahao.baidu.com,百家号,,0.0,,,zh,英国,,
text_c27a1123cd7d9f6de61b1ae5b4c6e3ea.txt,c27a1123cd7d9f6de61b1ae5b4c6e3ea,英国拟未来10年每年新建14.5万个电动汽车充电站,http://baijiahao.baidu.com/s?id=1717082787982171137&wfr=spider&for=pc,,,,36氪,2021/11/22,2021,baijiahao.baidu.com,百家号,,0.0,,,zh,英国,,
text_48270a5dc3230c043d5ccd09b5effec5.txt,48270a5dc3230c043d5ccd09b5effec5,电费疯涨！英国被迫停用电力机车 改用柴油牵引,https://zhuanlan.zhihu.com/p/423354511,"英国,能源",在英国，电价的疯狂上涨已经使一些铁路货运运营商胆战心惊。电动机车将被停止使用，运营商将采用柴油牵引代替。这将给英国和其分权政府带来棘手的问题，他们声称要实行多元化的能源发电政策。这也意味着英国可能要…,,最铁运Railfreight?,2021/10/19,2021,zhuanlan.zhihu,知乎专栏,,0.0,0.0,,zh,英国,,
text_11d7fa758a0c016f68d6505ef91b12f8.txt,11d7fa758a0c016f68d6505ef91b12f8,英国新首相鲍里斯·约翰逊丨一位将氢引入伦敦的领导人,http://baijiahao.baidu.com/s?id=1639896811934342505&wfr=spider&for=pc,,,,氢能首席观察,2019/7/24,2019,baijiahao.baidu.com,百家号,,0.0,,,zh,英国,,
text_29309b3cee6ea208af24e9946a2eab7f.txt,29309b3cee6ea208af24e9946a2eab7f,英首相鲍里斯环保计划雄心勃勃,http://baijiahao.baidu.com/s?id=1714419557714422047&wfr=spider&for=pc,,,,安尔法国际,2021/10/23,2021,baijiahao.baidu.com,百家号,,0.0,,,zh,英国,,
text_080c23747484297db2e0aba8b84f48c5.txt,080c23747484297db2e0aba8b84f48c5,英国首相鲍里斯和比尔·盖茨启动5.5亿美元绿色科技投资，欲将英国的绿色技术推向市场,http://baijiahao.baidu.com/s?id=1714104924223430253&wfr=spider&for=pc,,,,福布斯中国,2021/10/20,2021,baijiahao.baidu.com,百家号,,1.0,,,zh,英国,,
text_5b933f4cf096658e9a984f460a8d3292.txt,5b933f4cf096658e9a984f460a8d3292,英国开发商推出1GW“无补贴光伏+储能项目”计划,http://baijiahao.baidu.com/s?id=1671011746840778248&wfr=spider&for=pc,,,,全国能源信息平台,2020/7/1,2020,baijiahao.baidu.com,百家号,,0.0,,,zh,英国,,
text_355711db0200fa4e237317bca2c52e0e.txt,355711db0200fa4e237317bca2c52e0e,COP26：印度、英国提出全球首个光伏电网互联互通计划,https://new.qq.com/omn/20211105/20211105A08TPJ00.html,"COP26：印度、英国提出全球首个光伏电网互联互通计划,鲍里斯·约翰逊,印度_财经,光伏行业,英国_财经,电网互联,太阳能",来源丨Saur Energy编译 | 新睿 审订 | Vera据报道，印度总理莫迪和英国首相鲍里斯·约翰逊日前在COP26气候峰会上共同发起了一项新的国际倡议，建立全球光伏电网互联设施，以大幅加快……,,,2021/11/5,2021,new.qq.com,腾讯网,,,,,zh,英国,,finance
text_b7817d7de3eed54a31ae74b23a6edfa2.txt,b7817d7de3eed54a31ae74b23a6edfa2,重磅！英国将光伏发电纳入新一代发电能力拍卖,https://www.sohu.com/a/377868628_818114,"发电,拍卖,太阳能,能源,技术,英国,补贴,Pot,计划,重磅,太阳能,CfD,Pot,英国,能源",在政府计算出英国到2050年通过利用灵活能源可以节省17-40亿英镑(196.460亿欧元)后，BEIS正在征求有关如何鼓励将储能设施与CfD分配的可再生能源发电并置的反馈。 随着BEIS提议将两年…,,广州太阳能光伏展.,2020/3/5,2020,www.sohu.com,搜狐,15.0,0.0,0.0,,zh,英国,,
text_9fdef7ec387f83f902aed1859a7836e3.txt,9fdef7ec387f83f902aed1859a7836e3,英国首相鲍里斯·约翰逊提出了宏大的绿色工业革命“十点计划”,https://xueqiu.com/3902829679/163896468,"英国首相鲍里斯·约翰逊提出了宏大的绿色工业革命“十点计划” 国际金融报，作者：袁源 报道。未来四年，英国将投入近5亿英镑来研发和批量生产电动汽车动力电池。计划投资多达5亿英镑，其中...,雪球",国际金融报，作者：袁源 报道。未来四年，英国将投入近5亿英镑来研发和批量生产电动汽车动力电池。计划投资多达5亿英镑，其中一部分将被用于测试使用氢能供暖和烹饪的住宅。到2030年，实现5吉瓦的低碳氢能产能，供给产业、交通、电力和住宅；在十年内建设首个完全由氢能供能的城镇。 当地时间11月...,,能力圈的边界,2022/1/1,2022,xueqiu.com,雪球网,,,,,zh,英国,,
text_434e83c6ff2d1cd838d119fb693f7617.txt,434e83c6ff2d1cd838d119fb693f7617,英国“终结”燃油车时间再提速，2030年或将全面禁售,http://baijiahao.baidu.com/s?id=1683485216726935888&wfr=spider&for=pc,,,,未来汽车日报,2020/11/16,2020,baijiahao.baidu.com,百家号,,0.0,,,zh,英国,,
text_8af5c5f67459da4a17fe8dbeb44944bf.txt,8af5c5f67459da4a17fe8dbeb44944bf,雪球,https://xueqiu.com/7926414081/163328768,"新能源车 之火越烧越旺了！刚刚，英媒报道，英国首相鲍里斯将于下周宣布，英国将在10年内禁售汽油和柴油车。在全球车企纷纷布...,雪球",新能源车 之火越烧越旺了！刚刚，英媒报道，英国首相鲍里斯将于下周宣布，英国将在10年内禁售汽油和柴油车。在全球车企纷纷布局 新能源 的情况下，新能源车龙头股股价渐入疯狂。 近两年，不断有车企宣布了自己的燃油车“终结”时间表。就在过去的一个月，就有不少车企宣布新的政策。 11月5日，日...,,前浪大潘,2022/1/1,2022,xueqiu.com,雪球网,,,,,zh,英国,,
text_84975844a0b756fe598d618c02416f70.txt,84975844a0b756fe598d618c02416f70,英国碳排放权交易市场上线后问题分析,https://zhuanlan.zhihu.com/p/379606464,"碳金融,碳,碳排放",2021年5月19日，英国全国碳交易市场正式“上线”，当天启动了首笔碳配额许可证拍卖交易。这标志着英国彻底离开了欧盟碳排放交易市场，未来将全力运营自己的碳排放交易体系。 英国政府将碳排放交易视为应对气候变化…,,津碳未来?,2021/6/10,2021,zhuanlan.zhihu,知乎专栏,,0.0,3.0,,zh,英国,,
text_a916a2c484a2b5878055b85656190e00.txt,a916a2c484a2b5878055b85656190e00,鲍里斯发布雄心环保计划，2050年零净碳排放！民众：太贵！换个热泵1W多镑谁买单？,https://new.qq.com/omn/20211020/20211020A0DWS400.html,"鲍里斯发布雄心环保计划，2050年零净碳排放！民众：太贵！换个热泵1W多镑谁买单？,鲍里斯,英国_社会,碳排放,英国政府,英国财政部",就在昨天（10月19日），英国首相鲍里斯公布了一项重磅计划——《净零战略：更环保地重建》（NetZero Strategy: Build Back Greener），表示英国将“带头”应对气候变化。……,,,2021/10/20,2021,new.qq.com,腾讯网,,,,,zh,英国,,social
text_8164e40211bfd49953449b3af4b467f7.txt,8164e40211bfd49953449b3af4b467f7,碳交易试行办法出台，千亿市场呼之欲出,https://xueqiu.com/3538545209/167871732,"碳交易试行办法出台，千亿市场呼之欲出 1月5日，生态环境部公布《碳排放权交易管理办法（试行）》，自2021年2月1日起施行。 2021年中国人民银行工作会议1...,雪球",1月5日，生态环境部公布《碳排放权交易管理办法（试行）》，自2021年2月1日起施行。 2021年中国人民银行工作会议1月4日召开，会议要求，落实碳达峰碳中和重大决策部署，完善绿色金融政策框架和激励机制。做好政策设计和规划，引导金融资源向绿色发展领域倾斜，增强金融体系管理气候变化相关风险的...,,科创50ETF,2021/1/7,2021,xueqiu.com,雪球网,,,,,zh,英国,,
text_f1d427fb4520ccea439ab2ade74b9e15.txt,f1d427fb4520ccea439ab2ade74b9e15,日产汽车公司在英国成立电动汽车生产枢纽，加速碳中和进程,https://zhuanlan.zhihu.com/p/386916004,"电动汽车,汽车行业,汽车公司",近日，日产汽车公司斥资10亿英镑打造的“日产EV36Zero”电动汽车枢纽在英国成立，标志着全球第一个电动汽车制造生态系统的诞生。该枢纽建立在日产屡破纪录的英国桑德兰工厂，致力于创建全新的360度零排放解决方案…,,宇尘说车?,2021/7/5,2021,zhuanlan.zhihu,知乎专栏,,0.0,0.0,,zh,英国,,
text_ef8743948643781195943eaaba0c3a65.txt,ef8743948643781195943eaaba0c3a65,英国首相称赞中国！碳达峰及碳中和承诺意义重大,http://baijiahao.baidu.com/s?id=1715447349597532949&wfr=spider&for=pc,,,,英伦投资客在伦敦,2021/11/4,2021,baijiahao.baidu.com,百家号,,0.0,,,zh,英国,,
text_4a0019d49e13c9a2d5bfbcea0a34d967.txt,4a0019d49e13c9a2d5bfbcea0a34d967,碳中和周报中国国庆高速日充电量创新高 英国拟2035年全面转向清洁能源发电,https://www.163.com/dy/article/GLT78AI80550B1DU.html,"清洁能源,充电量,电动汽车,氢能,燃料",碳中和周报中国国庆高速日充电量创新高 英国拟2035年全面转向清洁能源发电，清洁能源，充电量，电动汽车，氢能，燃料,网易,科创板日报,2021/10/9,2021,www.163.com,网易,,0.0,,,zh,英国,,电动汽车|氢能|燃料
text_c6a5b08decad8a291a955b4130685ddc.txt,c6a5b08decad8a291a955b4130685ddc,英国将终止对海外化石燃料项目的援助 承诺到2030年减少碳排放量68%,https://www.sohu.com/a/437866371_656058,"消息资讯,气候,化石,英国,燃料,出口融资,项目,承诺,援助,政府,鲍里斯·约翰逊,支持,英国,化石,燃料,联合国,方济",据英国媒体BBC当地时间12月12日报道，英国政府宣布将停止对海外化石燃料项目的直接支持。 “这就是为什么英国最近率先做出大胆的新承诺，到2030年至少减少68%碳排放量，这也是我今天很高兴宣布英国将尽快…,,知世,2020/12/12,2020,www.sohu.com,搜狐,300000.0,0.0,0.0,,zh,英国,,
text_2cd508e9eaed2915aff33169bebc6848.txt,2cd508e9eaed2915aff33169bebc6848,鲍里斯发布雄心环保计划，2050年零净碳排放！民众：太贵！换个热泵1W多镑谁买单？,https://www.sohu.com/a/496248281_121124400,"环保,计划,目标,气候,民众,绿色,英国,代价,雄心,鲍里斯,成本,热泵,英国,鲍里斯",鲍里斯的计划推出后，有部分英国人对于该计划立即表达了质疑和担忧，他们认为这一计划不仅成本高昂，而且可行性很低。 该专家引用了今年4月由利兹贝克特大学参与的一项研究，该研究指出，在被分析的2，270万…,,一颗旅行的心,2021/10/20,2021,www.sohu.com,搜狐,74.0,0.0,0.0,,zh,英国,,
text_baba6a3ac734fd8e1944cfac437fd3a8.txt,baba6a3ac734fd8e1944cfac437fd3a8,碳中和周报|中国国庆高速日充电量创新高 英国拟2035年全面转向清洁能源发电,https://xueqiu.com/9252950692/199695959,"碳中和周报|中国国庆高速日充电量创新高 英国拟2035年全面转向清洁能源发电 《科创板日报》10月9日讯， 本周，碳中和领域重要事件包括：经济日报发文称，实现“双碳”目标需处理好几对关系；韩国拟提高...,雪球",《科创板日报》10月9日讯， 本周，碳中和领域重要事件包括：经济日报发文称，实现“双碳”目标需处理好几对关系；韩国拟提高2030年减排目标至40%。 科创板日报持续关注碳中和以及相关背后的公司动态、技术研发、投融资等，若您有碳中和相关案例，可通过以下邮箱与我们联系：chinastarmarket@cls.c...,,科创板日报,2022/1/1,2022,xueqiu.com,雪球网,,,,,zh,英国,,
text_e41f4f99166e260ff2593ad2982d805f.txt,e41f4f99166e260ff2593ad2982d805f,如何实现“3060双碳目标”国际社会的经验与启示,https://www.sohu.com/a/510856109_120504824,"排放,经济,启示,社会,国际,投资,能源,欧盟,目标,绿色,美国,能源,欧盟,英国,低碳",6.加快清洁技术在美国经济中的应用，到2035年将美国建筑库存的碳足迹较少50%，在2030年底前部署超过50万个新的公共充电桩； 3.将动用超过120亿英镑的政府资金，截止2030年时促进3倍以上…,,环保工程师朴华,2021/12/23,2021,www.sohu.com,搜狐,128.0,0.0,0.0,,zh,英国,,
text_b3bda223d95dda8f808d7a600daaaa42.txt,b3bda223d95dda8f808d7a600daaaa42,能源区块链与双碳战略研究|COP26：印度和英国发起绿色电网倡议,https://www.sohu.com/a/499731303_488177,"战略,德拉·莫迪,电网,能源,和英国,倡议,区块,气候,绿色,研究,期刊部,电网,印度,英国,莫迪",在第26届联合国气候变化大会（COP26）上，印度和英国联合发起了绿色电网倡议，意在加速建设清洁能源发电的基础设施。 “英国COP26主席团接手了该项目，莫迪总理也在提供帮助，我们已经开始组建…,,能源舆情,2021/11/7,2021,www.sohu.com,搜狐,21.0,0.0,0.0,,zh,英国,,
text_217660694a92de5d616ead73070031cb.txt,217660694a92de5d616ead73070031cb,能源区块链与双碳战略研究｜COP26 的机遇，抓住还是错过？,http://baijiahao.baidu.com/s?id=1715718271391860811&wfr=spider&for=pc,,,,全国能源信息平台,2021/11/7,2021,baijiahao.baidu.com,百家号,,0.0,,,zh,英国,,
text_10f67993840e060e6e2b58b50d8f05a6.txt,10f67993840e060e6e2b58b50d8f05a6,全球投资峰会开幕英宣布近百亿英镑新能源投资,http://stock.10jqka.com.cn/20211019/c633480488.shtml,,当地时间19日，全球投资峰会在英国伦敦开幕，全球200多家知名企业高管参会。英国首相鲍里斯·约翰逊在峰会开幕式上宣布了18项价值97亿英镑（约合873亿元人民币）的新能源投资交易。据了解，相关交易主要包括对风能和氢能、可持续住宅和碳捕获等领域的投资。约翰逊还表示，英国低碳行业的外国投资交易将创造约3万个工作岗位。他指出，投资者已经认识到“英国在增长和创新方面的巨大潜力”。（央视新闻）,同花顺金融研究中心,,2021/10/19,2021,10jqka.com.cn,同花顺财经,,0.0,998.0,,zh,英国,,
text_c8bf7548149410e1ce98e9d9871139a6.txt,c8bf7548149410e1ce98e9d9871139a6,欧盟宣布向海上风电投资9400亿美元 英国也加码要建世界最大海上风电场,http://news.10jqka.com.cn/20201126/c624989680.shtml,,拜登上台在即，许多西方国家加大对可再生能源的支持力度，英国大力发展海上风电。 据彭博报道，英国电力巨头SSE公司和挪威能源巨头Equinor ASA将在达成财务协议后，携手在英国北部海域建设全球最大的海上风电场。 在这两家公司做出这,同花顺金融研究中心,,2020/11/26,2020,10jqka.com.cn,同花顺财经,,0.0,921.0,,zh,英国,,
text_bcbcf585e70db79d4cb84e4cf5daf8c7.txt,bcbcf585e70db79d4cb84e4cf5daf8c7,"英议员怂恿抗议民众到中国""闹事"" 本国网友不买账 |排放量|鲍里斯|中国|英国",https://3g.163.com/news/article/EDH584TS0001875O.html,"鲍里斯,中国,抗议者,英国,排放量,鲍里斯,中国,抗议者,英国,排放量",英国前外交大臣想“祸水东引”，怂恿占领伦敦市中心的气候问题抗议者去中国“闹事”。但英国网友用实力告诉他，什么叫“该配合你演出的我演视而不见”……据英国《卫报》4月22日报道，警方透露，截至周一上午10点，已有1065人在数日来的伦敦“反抗灭绝”（ExtinctionRebellion）气候抗议活动中被捕。,观察者网,,2019/4/24,2019,163.com,网易新闻,,0.0,0.0,,zh,英国,,
text_7d0de7d39a39a3fce952eed55fe84353.txt,7d0de7d39a39a3fce952eed55fe84353,鲍里斯新目标：2035年起，英国所有电力都将来自清洁能源,http://sl.g.58.com/glglasgow-sl/glsljishikuaibao/47800747942274.html,,,58同城,,2021/10/5,2021,58.com,58同城,,,,,zh,英国,,
text_5b23815b2570ed6d2f357e6414697d73.txt,5b23815b2570ed6d2f357e6414697d73,英国将停止援助海外化石项目,http://baijiahao.baidu.com/s?id=1686949060004402023&wfr=spider&for=pc,,,中国能源网,,2020/12/24,2020,baidu.com,百家号,,,,,zh,英国,,
text_e9131bd72561efda3d2699b3229e87f6.txt,e9131bd72561efda3d2699b3229e87f6,英国首个电动汽车充电站开业 司机可骑自行车为车辆充电,http://baijiahao.baidu.com/s?id=1685463000691664797&wfr=spider&for=pc,,,海外网,,2020/12/8,2020,baidu.com,百家号,,,,,zh,英国,,
