file_name,keywords,count,text_length
text_34d28f60294dd4bba242515d71fd44e2.txt,"塑料,媒体,生产,化石,首席,执行官,聚烯烃,材料,价值,资讯",10,1788
text_355711db0200fa4e237317bca2c52e0e.txt,"电网,倡议,电力,绿色,能源,太阳能,网络,主席团,英国首相,环节",10,1282
text_3cce23f69bd6cf21ae216e88d843816a.txt,"生产,运输,试验,供热,氢气,工业,天然气,氢能,启动,航运",10,1716
text_3fccd324931449c6c9f8599397de741c.txt,"风电,能源,核电,核能,融资,发电,核工业,电力,成本,绿色",10,2690
text_41c7fe92e0f468a24104f38675a0e0c1.txt,"能源,汽车,投资,成本,鲍里斯,绿色,争议,家庭,电动汽车,燃气锅炉",10,4088
text_434e83c6ff2d1cd838d119fb693f7617.txt,"汽车,鲍里斯,新能源,燃油,车型,电动车,联合国,大会,王妍,苏鹏",10,911
text_48270a5dc3230c043d5ccd09b5effec5.txt,"货运,铁路,服务,能源,运营商,电力机车,电力,电动,成本,疫情",10,2181
text_4a0019d49e13c9a2d5bfbcea0a34d967.txt,"能源,技术,电池,比亚迪,汽车,电动汽车,自行车,雷达,台积,太阳能",10,4159
text_4b63f1a9af196866d9e9dc55924d6671.txt,"电池,制造商,技术,锂离子,能源,汽车,电动汽车,生产,大学,首席",10,1965
text_57af225e6082c2d4c0ed7c0c00781698.txt,"黄金,金价,汇金,韩军林,覃严,投行,因素,策略,观点,风险",10,1161
text_59112895d9adfbeef96494aedb48a625.txt,"气候变化,联合国,绿色,行动,经济体,鲍里斯,大会,气候,峰会,最新消息",10,720
text_5b23815b2570ed6d2f357e6414697d73.txt,"出口,鲍里斯,燃料,化石,石油",5,298
text_5b933f4cf096658e9a984f460a8d3292.txt,"储能,投资,电池,环节,声明,组件,双面,绿色,太阳能,自由民主党",10,939
text_5dae27d8cb97a82b3bfeefcaca451391.txt,"交易,配额,许可证,启动,碳价,交易市场,风险,机构,参与者,成本",10,2047
text_5f4ed341fbfb19bcceeefe2313728295.txt,"交易,配额,碳价,能源,风险,启动,交易市场,许可证,机构,参与者",10,2104
text_63af9c87f2294339c91bd374d7ab01ae.txt,"风电,鲍里斯,港口,沙特阿拉伯,领导者,煤炭,能源,风电场,工厂,绿色",10,1726
text_6707795db6036ee02b7432197103832b.txt,"汽车,投资,电池,私人,氢气,基础设施,蓝色,绿色,销售,融资",10,1171
text_69c629add2ba8e7c73dfa09db728caf0.txt,"交易,原油,投资,黄金,汇通,油价,峰会,局势,地缘,新能源",10,1086
text_6a772f8c59d424bf2065fb22bb47acb2.txt,"财经,鲍里斯,保守党,涡轮机,风电",5,205
text_6f9526b6f3aa4cfb3e9fadd00d55f68c.txt,"汽车,电动汽车,江苏,院士,中科院,科技馆,法规,气候变化,官网,外尔",10,1267
text_71815b40b79d57f1411f3dba10e1d101.txt,"风电,头条,发电,风力,作品,储能,来源,观点,扫码,同本",10,390
text_760da40a7b859baef7975b6d3463dc31.txt,"交易,原油,黄金,油价,金价,财经,汇通,局势,地缘,鲍里斯",10,1002
text_7697d5164a5b090ec9f0c4e9313606f7.txt,"风力,风电,能源,发电,涡轮机,病毒感染,鲍里斯,约合,路透社,欧洲各国",10,491
text_79ef308ed8c9bae5417dff657512e909.txt,"船舶,绿色,氢能,住宅,汽车,电动汽车,峰会,海工,国际展览,英国首相",10,2075
text_7d0de7d39a39a3fce952eed55fe84353.txt,"快报,格拉斯哥,调查,鲍里斯,入境,新冠,中文,信息,防疫,新篇章",10,665
text_8164e40211bfd49953449b3af4b467f7.txt,"绿色,金融,风险,交易,管理,全国,体系,二氧化碳,试点,电动汽车",10,1663
text_82955379849a14ed405fc83a1e77ec73.txt,"风电,港口,鲍里斯,新闻记者,风电场,能源,工厂,家庭,绿色,沙特阿拉伯",10,775
text_84594c7695f0abae328b9636a1cd8958.txt,"电网,倡议,太阳能,能源,印度,绿色,长距离,电力,跨境,和离网",10,1185
text_84975844a0b756fe598d618c02416f70.txt,"交易,配额,碳价,风险,交易市场,许可证,机构,启动,参与者,机制",10,1983
text_8af5c5f67459da4a17fe8dbeb44944bf.txt,"新能源,车型,电动,混合,动力,雪球,汽车,鲍里斯,英国首相,柴油车",10,470
text_8b9063f676444287e626dbd4279149a7.txt,"汽车,新能源,混合,新车,动力,宾利,车型,柴油车,电动,财经",10,1619
text_918985eb612946be2794c53a2cb450bb.txt,"氢能,能源,委员会,咨询,公众,资讯,氢气,载体,碳氢,信息",10,991
text_9730075286af145ece95ccf05113b6dc.txt,"技术,氢气,天然气,就业机会,生产,能源,商业模式,储存,补贴,零氢",10,1156
text_97b49a44ed6ce0e56c2ad1722ac65cd2.txt,"风力,家庭,涡轮机,电力,发电,能源,风能,供电,绿色,布丁",10,3028
text_9bc513c85fcfdc269e8f6af9c4a8d389.txt,"风电,电力,风能,鲍里斯,绿色,辛勤工作,工作岗位,业界,林肯郡,港口",10,1047
text_9c9f4aff7a1cb4eb68d3f0097386883b.txt,"氢气,工业,动力,绿色,机制,莫莉,集群,投资,家庭,风力",10,1075
text_9fdef7ec387f83f902aed1859a7836e3.txt,"绿色,电动汽车,住宅,氢能,汽车,技术,国际金融报,英国首相,气候变化,投资",10,1955
text_a08acf5b9ccd0753adab863ed907a986.txt,"司机,燃油,运输,加油站,零售商,能源,伦敦,曲冰,天然气,卡车司机",10,2018
text_a39a1639b399f3d403799b0e7bd7a71e.txt,"电动汽车,行动,鲍里斯,销售,重工业,脱碳,情报部,汽车,气候,二氧化碳",10,694
text_a55c555e040b5e0c46a20e25f0266557.txt,"汽车,绿色,氢气,核能,气候,投资,能源,住宅,销售,脱碳",10,926
text_a7d61f624afdbdc266b5efc0fb3df57a.txt,"氢能,能源,天然气,模式,煤炭,氢气,制氢,煤矿,技术,电力",10,11847
text_a916a2c484a2b5878055b85656190e00.txt,"成本,房屋,家庭,热泵,财政部,能效,费用,绿色,鲍里斯,警告",10,5206
text_ab312d1d297b6339399f277d85dfed7f.txt,"风电,浮式,工程师,能源,电力,技术,转型,工业,海域,风能",10,3966
text_ac7ce3704cf5f2bfc5cfcae29bcd1f6d.txt,"网络,氢能,管道,氢气,供应,能源,天然气,协会,家庭,气体",10,1534
text_ad94213ddc5276cea2dceb3adb46e1fe.txt,"发动机,故障,汽车,浪潮,智慧,虹科,电子,专修,名车,城市",10,4743
text_b19568350d0e86ff3b511a332d638acd.txt,"绿色,投资,金融,环境,气候变化,活动,理念,大量,援助,举办地",10,1970
text_b3bda223d95dda8f808d7a600daaaa42.txt,"电网,绿色,倡议,工作组,太阳能,气候,发电站,能源,期刊,基础设施",10,1019
text_b41eccd217aeddcbf7401ded5ad43a8c.txt,"风电,电力,风能,鲍里斯,绿色,辛勤工作,工作岗位,业界,林肯郡,港口",10,1066
text_b4edd21fa23dee7f6956330b3b71c4c9.txt,"风电,浮式,能源,电力,转型,发电,风电场,风能,海域,新冠",10,3073
text_b7817d7de3eed54a31ae74b23a6edfa2.txt,"技术,太阳能,能源,补贴,设施,风电场,生物质,开发商,成本,电力行业",10,1651
text_baba6a3ac734fd8e1944cfac437fd3a8.txt,"能源,技术,电池,比亚迪,汽车,电动汽车,自行车,雷达,台积,太阳能",10,4219
text_bc64ba3f19c6bfcbe5cc6d4082d80113.txt,"印度,电网,红星,跨国,能源,倡议,大会,绿色,英国首相,莫迪",10,887
text_bcbcf585e70db79d4cb84e4cf5daf8c7.txt,"鲍里斯,面积,活动,网友,伦敦,抗议,市中心,污染,后院,二氧化碳",10,1538
text_befe08791c1e7afc82b86a4b6befa9fa.txt,"投资,铁路,疫情,供应链,飓风,菲律宾,工业生产,时代,班列,视频会议",10,3633
text_bfb1b777f9bb5792fd77df732296bbdd.txt,"风能,力争,峰会,纪念,雄心,气候,大国,能源,鲍里斯,英国首相",10,5159
text_c27a1123cd7d9f6de61b1ae5b4c6e3ea.txt,"充电站,汽油,场所,鲍里斯,网络",5,141
text_c583753c238d95130bd0b6e11afb75e6.txt,"投资,峰会,新能源,人民币,交易,高管,英国首相,鲍里斯,氢能,约合",10,432
text_c6a5b08decad8a291a955b4130685ddc.txt,"援助,气候,气候变化,巴黎,燃料,化石,峰会,煤炭,鲍里斯,行动",10,766
text_c8bf7548149410e1ce98e9d9871139a6.txt,"数字,风电,腾讯,港股,频道,业绩,发电,货币,能源,A股",10,1583
text_cca4242b31e99e4e3260951cdc2a6e89.txt,"峰会,格拉斯哥,气候,联合国,摄氏度,森林,领导人,图像,英国女王,气候变化",10,2199
text_d062d1b18d99dd7ff973361e370a5559.txt,"投资,绿色,碳化,制氢,高昂,技术,脱碳,鲍里斯,运营,资本",10,746
text_d08c6e4553155b9f065553416984c9f7.txt,"鲍里斯,伦敦,电动车,英国首相,米德兰,大拇指",6,2392
text_d6a3ee6e09dee9d7f5cc942b1ddb4690.txt,"电动汽车,汽车,能源,住宅,绿色,英国首相,建筑,高技能,汽油,氢气",10,2570
text_d9399f67d3366291ed1343e6313af3a9.txt,"电动汽车,汽车,燃油,电式,动力,混合,电池,全面,充桩,购买力",10,1708
text_da798d332e3e045180cfb8dc33525be0.txt,"气候,气候变化,风险,峰会,疫情,危害,基础设施,雄心,能源,绿色",10,2152
text_e06c80f9f7ee475cdb90e4893a7c296f.txt,"资讯,热点",2,22
text_e409b4a7a71a71e08b42e3fa40cd31f5.txt,"汽车,新能源,电动汽车,动力,工厂,技术,电气化,品牌,供应链,燃料电池",10,3787
text_e41f4f99166e260ff2593ad2982d805f.txt,"绿色,气候,能源,住宅,投资,行动,发电,污染,天然气,燃油",10,1422
text_e4917d2ded1ec44a6a887335ebaba2c6.txt,"生产,电动汽车,工厂,英伦,车身,基地,绿色,英国首相,车型,用车",10,1925
text_e5a3f8163c596680e2fc6d544bc042ba.txt,"森林,土地,大会,绿会,气候,私人,整理,气候变化,行动,鲍里斯",10,522
text_e9131bd72561efda3d2699b3229e87f6.txt,"电动汽车,充电站,图源,自行车,驾驶员,游客,大楼,能源,电网,发电站",10,1366
text_ea134bc07e1e891bc14e2baa45ac3320.txt,"储能,工程师,电力,服务,电气,经理,广东,峰谷,项目经理,苏格兰",10,1219
text_ecf0a681e3136e7a2578d2f25e0d6d70.txt,"核电,能源,电力,结构,设计,投资,成本,发电,本土,发电厂",10,1367
text_ef421100e29147e971e7c92ee6a7c4f0.txt,"太阳能,能源,气候变化,索比,绿色,核心,发电,英国首相,风能,联合国",10,1359
text_ef8743948643781195943eaaba0c3a65.txt,"气候,峰会,疫苗,格拉斯哥,疫情,示威,伦敦,新冠,英格兰,封路",10,2475
text_f0eb18b7a1c44fb4b700a8c8d117eb11.txt,"氢能,技术,能源,汽车,运输,燃料电池,工业,脱碳,氢气,执行官",10,2537
text_f1d427fb4520ccea439ab2ade74b9e15.txt,"电池,汽车,电动汽车,工厂,桑德兰,远景,电动车,生产,技术,动力",10,3489
text_f480e249c42a3b26dd4570663fb43cf3.txt,"群岛,电力,奥克尼,鲍里斯,专家,全文,詹姆斯,创始人,峰会,能量",10,367
text_f7fb89efe2105f30edb736ac23b39519.txt,"吉利,汽车,工作,社会,商用车,人才,体育,控股集团,教育,雷伟",10,3189
text_fb849bef64b001d076747d63779ffd1e.txt,"黄金,图灵,行情,波浪,食品,供应,老师,能源,财政部,页面",10,3770
text_fbdcb616274b1f20865ebaa53d326ef3.txt,"英国首相,电动汽车,伦敦,绿色,工厂",5,288
text_fe796a2eaca1bb14fdc26efad46a5b04.txt,"账户,新冠,交易,贷款,肺炎,病例,新闻,中国工商银行,小微,病毒",10,1256
text_fec155d1fbcfb85ef2c74c01bc411f45.txt,"环球网,阿富汗,财经,塔利班,裁员,军情,凤凰网,东南,都市,兵王",10,2580
